,+/-,3P,3P%,3PA,AST,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,MP,ORB,Opp,PF,PTS,Rk,STL,TOV,TRB,Unnamed: 5,Unnamed: 7,player
1016,6.0,1.0,1.0,1.0,4.0,1.0,5.0,12/18/17,6.0,0.75,8.0,3.0,1.0,3.0,33.0,1,15.6,30:52:00,0.0,IND,3.0,16.0,33,1.0,2.0,5.0,@,W (+1),jayson tatum
1017,3.0,0.0,0.0,2.0,2.0,1.0,7.0,12/20/17,4.0,0.444,9.0,3.0,0.75,4.0,34.0,1,8.3,28:06:00,0.0,MIA,2.0,11.0,34,0.0,1.0,7.0,,L (-1),jayson tatum
1018,-6.0,2.0,0.33299999999999996,6.0,0.0,0.0,2.0,12/21/17,6.0,0.6,10.0,3.0,0.75,4.0,35.0,1,11.9,34:06:00,1.0,NYK,1.0,17.0,35,2.0,3.0,3.0,@,L (-9),jayson tatum
1019,23.0,1.0,0.33299999999999996,3.0,5.0,0.0,7.0,12/23/17,6.0,0.462,13.0,0.0,,0.0,36.0,1,12.1,32:45:00,0.0,CHI,2.0,13.0,36,1.0,0.0,7.0,,W (+25),jayson tatum
1020,-8.0,2.0,1.0,2.0,0.0,0.0,3.0,12/25/17,7.0,0.778,9.0,4.0,0.667,6.0,37.0,1,11.4,36:09:00,0.0,WAS,3.0,20.0,37,0.0,4.0,3.0,,L (-8),jayson tatum
1021,10.0,0.0,0.0,3.0,0.0,2.0,5.0,12/27/17,6.0,0.5,12.0,6.0,1.0,6.0,38.0,1,13.7,35:13:00,0.0,CHO,3.0,18.0,38,2.0,2.0,5.0,@,W (+11),jayson tatum
1022,6.0,0.0,0.0,3.0,1.0,1.0,5.0,12/28/17,5.0,0.455,11.0,9.0,0.818,11.0,39.0,1,17.4,39:54:00,0.0,HOU,0.0,19.0,39,2.0,0.0,5.0,,W (+1),jayson tatum
1023,-3.0,1.0,0.33299999999999996,3.0,0.0,0.0,4.0,12/31/17,2.0,0.28600000000000003,7.0,4.0,0.667,6.0,40.0,1,0.1,32:43:00,0.0,BRK,3.0,9.0,40,0.0,4.0,4.0,,W (+3),jayson tatum
1024,21.0,1.0,0.33299999999999996,3.0,2.0,0.0,5.0,1/3/18,6.0,0.429,14.0,2.0,1.0,2.0,41.0,1,10.1,30:00:00,0.0,CLE,1.0,15.0,41,0.0,0.0,5.0,,W (+14),jayson tatum
1025,-11.0,0.0,0.0,4.0,1.0,0.0,2.0,1/5/18,2.0,0.28600000000000003,7.0,0.0,,0.0,42.0,1,2.5,30:34:00,1.0,MIN,1.0,4.0,42,1.0,0.0,3.0,,W (+7),jayson tatum
1026,10.0,2.0,1.0,2.0,0.0,6.0,4.0,1/6/18,6.0,0.4,15.0,0.0,,0.0,43.0,1,13.9,32:20:00,2.0,BRK,2.0,14.0,43,3.0,1.0,6.0,@,W (+2),jayson tatum
1027,-8.0,1.0,0.33299999999999996,3.0,2.0,0.0,3.0,1/11/18,7.0,0.5379999999999999,13.0,1.0,0.5,2.0,44.0,1,10.1,24:22:00,1.0,PHI,3.0,16.0,44,0.0,1.0,4.0,@,W (+11),jayson tatum
1028,-2.0,2.0,0.5,4.0,2.0,1.0,5.0,1/16/18,3.0,0.5,6.0,2.0,1.0,2.0,45.0,1,7.2,26:49:00,0.0,NOP,1.0,10.0,45,0.0,3.0,5.0,,L (-3),jayson tatum
1029,-2.0,1.0,0.33299999999999996,3.0,0.0,2.0,4.0,1/18/18,4.0,0.364,11.0,2.0,0.5,4.0,46.0,1,5.5,36:45:00,0.0,PHI,3.0,11.0,46,2.0,2.0,4.0,,L (-9),jayson tatum
1030,3.0,1.0,0.25,4.0,1.0,1.0,7.0,1/21/18,4.0,0.364,11.0,0.0,,0.0,47.0,1,6.7,30:45:00,3.0,ORL,2.0,9.0,47,1.0,2.0,10.0,,L (-8),jayson tatum
1031,-2.0,1.0,0.33299999999999996,3.0,0.0,0.0,5.0,1/23/18,1.0,0.16699999999999998,6.0,1.0,0.5,2.0,48.0,1,-3.3,30:34:00,0.0,LAL,4.0,4.0,48,0.0,3.0,5.0,@,L (-1),jayson tatum
1032,6.0,2.0,0.5,4.0,3.0,0.0,5.0,1/24/18,7.0,0.43799999999999994,16.0,2.0,1.0,2.0,49.0,1,13.1,33:30:00,1.0,LAC,2.0,18.0,49,1.0,1.0,6.0,@,W (+11),jayson tatum
1033,7.0,0.0,0.0,3.0,0.0,0.0,5.0,1/27/18,2.0,0.222,9.0,0.0,,0.0,50.0,1,-0.4,28:21:00,0.0,GSW,1.0,4.0,50,1.0,1.0,5.0,@,L (-4),jayson tatum
1034,10.0,2.0,0.5,4.0,4.0,1.0,5.0,1/29/18,8.0,0.615,13.0,2.0,1.0,2.0,51.0,1,19.6,32:43:00,1.0,DEN,3.0,20.0,51,1.0,0.0,6.0,@,W (+1),jayson tatum
1035,29.0,1.0,0.25,4.0,1.0,0.0,3.0,1/31/18,7.0,0.467,15.0,0.0,,0.0,52.0,1,8.9,30:53:00,0.0,NYK,0.0,15.0,52,0.0,0.0,3.0,,W (+30),jayson tatum
1036,27.0,0.0,0.0,1.0,3.0,0.0,4.0,2/2/18,11.0,0.579,19.0,5.0,1.0,5.0,53.0,1,23.8,31:34:00,0.0,ATL,4.0,27.0,53,4.0,0.0,4.0,,W (+9),jayson tatum
1037,2.0,3.0,0.6,5.0,5.0,0.0,2.0,2/4/18,6.0,0.429,14.0,2.0,1.0,2.0,54.0,1,9.9,36:22:00,0.0,POR,2.0,17.0,54,0.0,3.0,2.0,,W (+1),jayson tatum
1038,-16.0,0.0,0.0,1.0,0.0,0.0,1.0,2/6/18,2.0,0.222,9.0,0.0,,0.0,55.0,1,-2.2,20:49,0.0,TOR,0.0,4.0,55,0.0,1.0,1.0,@,L (-20),jayson tatum
1039,14.0,0.0,0.0,3.0,1.0,0.0,2.0,2/8/18,3.0,0.33299999999999996,9.0,5.0,0.7140000000000001,7.0,56.0,1,4.6,31:29:00,0.0,WAS,2.0,11.0,56,2.0,3.0,2.0,@,W (+6),jayson tatum
1040,-6.0,0.0,,0.0,1.0,4.0,3.0,2/9/18,6.0,0.545,11.0,3.0,1.0,3.0,57.0,1,11.3,35:38:00,0.0,IND,2.0,15.0,57,0.0,2.0,3.0,,L (-6),jayson tatum
1041,-18.0,1.0,0.5,2.0,1.0,0.0,1.0,2/11/18,4.0,0.364,11.0,0.0,,0.0,58.0,1,2.4,27:26:00,1.0,CLE,3.0,9.0,58,1.0,2.0,2.0,,L (-22),jayson tatum
1042,-1.0,1.0,0.25,4.0,2.0,0.0,4.0,2/14/18,4.0,0.308,13.0,1.0,1.0,1.0,59.0,1,4.3,31:33:00,0.0,LAC,2.0,10.0,59,0.0,0.0,4.0,,L (-10),jayson tatum
1043,-2.0,2.0,0.667,3.0,0.0,1.0,1.0,2/23/18,6.0,0.667,9.0,1.0,1.0,1.0,60.0,1,10.3,20:44,0.0,DET,2.0,15.0,60,0.0,1.0,1.0,@,W (+12),jayson tatum
1044,21.0,0.0,0.0,1.0,4.0,1.0,4.0,2/24/18,3.0,0.33299999999999996,9.0,5.0,1.0,5.0,61.0,1,12.9,26:01:00,1.0,NYK,1.0,11.0,61,4.0,2.0,5.0,@,W (+9),jayson tatum
1045,-3.0,1.0,0.5,2.0,1.0,1.0,3.0,2/26/18,2.0,0.25,8.0,0.0,,0.0,62.0,1,1.7,26:17:00,0.0,MEM,2.0,5.0,62,0.0,0.0,3.0,,W (+11),jayson tatum
1046,18.0,1.0,1.0,1.0,0.0,1.0,3.0,2/28/18,3.0,0.5,6.0,0.0,,0.0,63.0,1,4.2,20:45,0.0,CHO,1.0,7.0,63,0.0,1.0,3.0,,W (+28),jayson tatum
1047,0.0,2.0,1.0,2.0,3.0,0.0,4.0,3/3/18,4.0,0.5710000000000001,7.0,2.0,1.0,2.0,64.0,1,11.6,27:41:00,0.0,HOU,1.0,12.0,64,0.0,0.0,4.0,@,L (-3),jayson tatum
1048,25.0,2.0,0.33299999999999996,6.0,2.0,1.0,5.0,3/5/18,5.0,0.41700000000000004,12.0,2.0,1.0,2.0,65.0,1,10.4,19:50,0.0,CHI,2.0,14.0,65,0.0,0.0,5.0,@,W (+16),jayson tatum
1049,-11.0,1.0,0.25,4.0,0.0,0.0,4.0,3/8/18,4.0,0.5,8.0,3.0,0.75,4.0,66.0,1,7.3,22:11,1.0,MIN,3.0,12.0,66,0.0,1.0,5.0,@,W (+8),jayson tatum
1050,-4.0,2.0,0.5,4.0,3.0,2.0,5.0,3/11/18,5.0,0.455,11.0,7.0,0.875,8.0,67.0,1,15.7,34:26:00,0.0,IND,3.0,19.0,67,1.0,2.0,5.0,,L (-2),jayson tatum
1051,14.0,0.0,0.0,2.0,6.0,0.0,5.0,3/14/18,9.0,0.391,23.0,1.0,0.33299999999999996,3.0,68.0,1,8.6,46:29:00,0.0,WAS,2.0,19.0,68,0.0,2.0,5.0,,L (-1),jayson tatum
1052,16.0,1.0,0.2,5.0,0.0,1.0,6.0,3/16/18,3.0,0.375,8.0,1.0,0.5,2.0,69.0,1,0.5,30:19:00,2.0,ORL,4.0,8.0,69,0.0,5.0,8.0,@,W (+9),jayson tatum
1053,-10.0,2.0,0.667,3.0,1.0,0.0,5.0,3/18/18,9.0,0.643,14.0,3.0,0.6,5.0,70.0,1,17.0,27:10:00,0.0,NOP,3.0,23.0,70,2.0,2.0,5.0,@,L (-19),jayson tatum
1054,23.0,3.0,0.5,6.0,4.0,1.0,9.0,3/20/18,8.0,0.667,12.0,4.0,1.0,4.0,71.0,1,24.2,35:11:00,2.0,OKC,3.0,23.0,71,1.0,1.0,11.0,,W (+1),jayson tatum
1055,8.0,0.0,,0.0,4.0,0.0,4.0,3/23/18,4.0,0.364,11.0,5.0,0.833,6.0,72.0,1,9.7,31:57:00,2.0,POR,3.0,13.0,72,2.0,3.0,6.0,@,W (+5),jayson tatum
1056,3.0,0.0,0.0,2.0,1.0,0.0,7.0,3/25/18,6.0,0.6,10.0,0.0,,0.0,73.0,1,8.8,27:31:00,0.0,SAC,1.0,12.0,73,2.0,3.0,7.0,@,W (+11),jayson tatum
1057,7.0,2.0,0.5,4.0,0.0,0.0,6.0,3/26/18,10.0,0.556,18.0,1.0,1.0,1.0,74.0,1,12.6,32:15:00,0.0,PHO,4.0,23.0,74,2.0,4.0,6.0,@,W (+8),jayson tatum
1058,0.0,2.0,0.667,3.0,3.0,2.0,2.0,3/28/18,6.0,0.4,15.0,2.0,1.0,2.0,75.0,1,10.6,32:05:00,0.0,UTA,1.0,16.0,75,2.0,3.0,2.0,@,W (+3),jayson tatum
1059,7.0,2.0,1.0,2.0,4.0,0.0,6.0,3/31/18,9.0,0.563,16.0,4.0,1.0,4.0,76.0,1,20.2,33:27:00,0.0,TOR,2.0,24.0,76,0.0,0.0,6.0,,W (+11),jayson tatum
1060,11.0,3.0,0.375,8.0,2.0,1.0,2.0,4/3/18,5.0,0.385,13.0,7.0,0.875,8.0,77.0,1,15.2,32:34:00,0.0,MIL,0.0,20.0,77,3.0,3.0,2.0,@,L (-4),jayson tatum
1061,-11.0,0.0,0.0,2.0,3.0,0.0,4.0,4/4/18,4.0,0.4,10.0,0.0,,0.0,78.0,1,4.5,28:19:00,0.0,TOR,1.0,8.0,78,1.0,2.0,4.0,@,L (-18),jayson tatum
1062,,,,,,,,4/6/18,,,,,,,,Inactive,,,,CHI,,,79,,,,,W (+7),jayson tatum
1063,6.0,1.0,1.0,1.0,2.0,0.0,2.0,4/8/18,8.0,0.667,12.0,2.0,0.667,3.0,79.0,1,18.8,29:15:00,2.0,ATL,5.0,19.0,80,4.0,0.0,4.0,,L (-6),jayson tatum
1064,-11.0,2.0,0.667,3.0,2.0,0.0,3.0,4/10/18,3.0,0.273,11.0,4.0,0.8,5.0,80.0,1,9.0,25:50:00,0.0,WAS,1.0,12.0,81,4.0,2.0,3.0,@,L (-12),jayson tatum
1065,,,,,,,,4/11/18,,,,,,,,Did Not Play,,,,BRK,,,82,,,,,W (+13),jayson tatum
1066,1.0,0.0,0.0,4.0,3.0,1.0,12.0,10/18/17,7.0,0.467,15.0,4.0,1.0,4.0,1.0,1,12.6,26:57:00,1.0,WAS,2.0,18.0,1,0.0,4.0,13.0,@,L (-5),joel embiid
1067,-4.0,0.0,0.0,6.0,3.0,2.0,12.0,10/20/17,4.0,0.25,16.0,3.0,1.0,3.0,2.0,1,7.5,28:02:00,2.0,BOS,1.0,11.0,2,1.0,3.0,14.0,,L (-10),joel embiid
1068,,,,,,,,10/21/17,,,,,,,,Inactive,,,,TOR,,,3,,,,@,L (-34),joel embiid
1069,21.0,1.0,1.0,1.0,0.0,0.0,9.0,10/23/17,11.0,0.733,15.0,7.0,0.875,8.0,3.0,1,19.2,28:11:00,0.0,DET,5.0,30.0,4,2.0,7.0,9.0,@,W (+11),joel embiid
1070,-1.0,1.0,0.5,2.0,3.0,2.0,6.0,10/25/17,8.0,0.615,13.0,4.0,0.8,5.0,4.0,1,16.8,24:58:00,0.0,HOU,3.0,21.0,5,1.0,3.0,6.0,,L (-1),joel embiid
1071,-4.0,3.0,0.429,7.0,4.0,0.0,6.0,10/28/17,8.0,0.42100000000000004,19.0,4.0,0.667,6.0,5.0,1,10.2,29:21:00,3.0,DAL,4.0,23.0,6,0.0,7.0,9.0,@,W (+2),joel embiid
1072,17.0,0.0,0.0,1.0,5.0,1.0,7.0,10/30/17,9.0,0.75,12.0,4.0,0.667,6.0,6.0,1,21.1,24:56:00,2.0,HOU,5.0,22.0,7,2.0,3.0,9.0,@,W (+8),joel embiid
1073,2.0,1.0,0.33299999999999996,3.0,6.0,3.0,10.0,11/1/17,9.0,0.563,16.0,2.0,0.4,5.0,7.0,1,22.3,30:15:00,2.0,ATL,4.0,21.0,8,3.0,2.0,12.0,,W (+10),joel embiid
1074,12.0,0.0,0.0,1.0,5.0,2.0,7.0,11/3/17,7.0,0.467,15.0,4.0,0.8,5.0,8.0,1,12.7,27:49:00,2.0,IND,4.0,18.0,9,2.0,6.0,9.0,,W (+11),joel embiid
1075,,,,,,,,11/7/17,,,,,,,,Inactive,,,,UTA,,,10,,,,@,W (+7),joel embiid
1076,9.0,1.0,0.25,4.0,2.0,3.0,12.0,11/9/17,7.0,0.35,20.0,7.0,0.875,8.0,9.0,1,13.4,32:19:00,3.0,SAC,3.0,22.0,11,0.0,5.0,15.0,@,L (-1),joel embiid
1077,-9.0,0.0,0.0,1.0,2.0,1.0,4.0,11/11/17,4.0,0.364,11.0,4.0,1.0,4.0,10.0,1,4.5,25:10:00,3.0,GSW,2.0,12.0,12,1.0,7.0,7.0,@,L (-21),joel embiid
1078,23.0,1.0,0.2,5.0,2.0,1.0,14.0,11/13/17,11.0,0.55,20.0,9.0,0.563,16.0,11.0,1,21.7,35:48:00,2.0,LAC,4.0,32.0,13,0.0,4.0,16.0,@,W (+4),joel embiid
1079,19.0,2.0,0.667,3.0,7.0,7.0,13.0,11/15/17,14.0,0.7,20.0,16.0,0.8420000000000001,19.0,12.0,1,47.9,34:29:00,2.0,LAL,4.0,46.0,14,0.0,2.0,15.0,@,W (+6),joel embiid
1080,-10.0,1.0,0.25,4.0,3.0,1.0,6.0,11/18/17,7.0,0.43799999999999994,16.0,6.0,0.75,8.0,13.0,1,11.2,33:23:00,2.0,GSW,4.0,21.0,15,0.0,5.0,8.0,,L (-8),joel embiid
1081,16.0,0.0,0.0,3.0,3.0,2.0,9.0,11/20/17,7.0,0.41200000000000003,17.0,1.0,0.25,4.0,14.0,1,9.5,26:59:00,2.0,UTA,2.0,15.0,16,0.0,2.0,11.0,,W (+21),joel embiid
1082,9.0,1.0,0.33299999999999996,3.0,1.0,2.0,9.0,11/22/17,11.0,0.579,19.0,5.0,1.0,5.0,15.0,1,20.0,30:09:00,3.0,POR,5.0,28.0,17,0.0,4.0,12.0,,W (+20),joel embiid
1083,12.0,1.0,1.0,1.0,6.0,0.0,10.0,11/25/17,7.0,0.41200000000000003,17.0,3.0,0.75,4.0,16.0,1,12.3,28:34:00,4.0,ORL,3.0,18.0,18,0.0,5.0,14.0,,W (+19),joel embiid
1084,-23.0,0.0,0.0,2.0,0.0,0.0,6.0,11/27/17,11.0,0.45799999999999996,24.0,8.0,0.889,9.0,17.0,1,19.9,32:49:00,5.0,CLE,4.0,30.0,19,0.0,1.0,11.0,,L (-22),joel embiid
1085,3.0,0.0,,0.0,4.0,4.0,7.0,11/29/17,6.0,0.4,15.0,13.0,0.722,18.0,18.0,1,23.1,32:11:00,7.0,WAS,6.0,25.0,20,1.0,3.0,14.0,,W (+5),joel embiid
1086,,,,,,,,11/30/17,,,,,,,,Inactive,,,,BOS,,,21,,,,@,L (-11),joel embiid
1087,1.0,0.0,0.0,3.0,0.0,0.0,5.0,12/2/17,7.0,0.33299999999999996,21.0,11.0,0.917,12.0,19.0,1,11.1,31:48:00,5.0,DET,4.0,25.0,22,1.0,6.0,10.0,,W (+5),joel embiid
1088,-11.0,0.0,,0.0,2.0,4.0,10.0,12/4/17,7.0,0.389,18.0,8.0,1.0,8.0,20.0,1,20.4,34:02:00,2.0,PHO,1.0,22.0,23,0.0,0.0,12.0,,L (-14),joel embiid
1089,14.0,2.0,0.667,3.0,6.0,5.0,6.0,12/7/17,11.0,0.647,17.0,9.0,0.9,10.0,21.0,1,30.3,36:21:00,1.0,LAL,5.0,33.0,24,1.0,4.0,7.0,,L (-3),joel embiid
1090,,,,,,,,12/9/17,,,,,,,,Inactive,,,,CLE,,,25,,,,@,L (-7),joel embiid
1091,,,,,,,,12/10/17,,,,,,,,Did Not Dress,,,,NOP,,,26,,,,@,L (-7),joel embiid
1092,18.0,1.0,1.0,1.0,8.0,1.0,11.0,12/12/17,8.0,0.5,16.0,11.0,0.917,12.0,22.0,1,25.9,39:26:00,1.0,MIN,5.0,28.0,27,0.0,2.0,12.0,@,W (+6),joel embiid
1093,6.0,0.0,0.0,3.0,6.0,2.0,8.0,12/15/17,11.0,0.55,20.0,12.0,0.9229999999999999,13.0,23.0,1,23.8,48:39:00,0.0,OKC,3.0,34.0,28,0.0,7.0,8.0,,L (-2),joel embiid
1094,,,,,,,,12/18/17,,,,,,,,Inactive,,,,CHI,,,29,,,,@,L (-2),joel embiid
1095,,,,,,,,12/19/17,,,,,,,,Inactive,,,,SAC,,,30,,,,,L (-6),joel embiid
1096,,,,,,,,12/21/17,,,,,,,,Inactive,,,,TOR,,,31,,,,,L (-5),joel embiid
1097,-19.0,1.0,0.25,4.0,2.0,3.0,8.0,12/23/17,5.0,0.385,13.0,3.0,0.75,4.0,24.0,1,6.6,22:57,0.0,TOR,2.0,14.0,32,0.0,5.0,8.0,@,L (-16),joel embiid
1098,25.0,2.0,0.667,3.0,3.0,3.0,13.0,12/25/17,8.0,0.47100000000000003,17.0,7.0,0.875,8.0,25.0,1,18.9,34:29:00,3.0,NYK,3.0,25.0,33,0.0,6.0,16.0,@,W (+7),joel embiid
1099,0.0,6.0,0.5,12.0,3.0,1.0,8.0,12/28/17,9.0,0.429,21.0,5.0,0.625,8.0,26.0,1,17.0,34:52:00,1.0,POR,4.0,29.0,34,0.0,4.0,9.0,@,L (-4),joel embiid
1100,,,,,,,,12/30/17,,,,,,,,Not With Team,,,,DEN,,,35,,,,@,W (+5),joel embiid
1101,32.0,0.0,0.0,3.0,5.0,2.0,8.0,12/31/17,8.0,0.5710000000000001,14.0,6.0,0.75,8.0,27.0,1,14.6,31:15:00,1.0,PHO,5.0,22.0,36,1.0,7.0,9.0,@,W (+13),joel embiid
1102,16.0,0.0,0.0,2.0,4.0,4.0,9.0,1/3/18,6.0,0.5,12.0,9.0,0.818,11.0,28.0,1,20.7,35:20:00,2.0,SAS,3.0,21.0,37,1.0,3.0,11.0,,W (+6),joel embiid
1103,26.0,1.0,0.5,2.0,0.0,1.0,7.0,1/5/18,9.0,0.563,16.0,4.0,0.8,5.0,29.0,1,17.0,24:31:00,2.0,DET,3.0,23.0,38,0.0,1.0,9.0,,W (+36),joel embiid
1104,-7.0,1.0,0.2,5.0,5.0,1.0,10.0,1/11/18,6.0,0.353,17.0,2.0,0.667,3.0,30.0,1,9.5,30:34:00,0.0,BOS,2.0,15.0,39,2.0,4.0,10.0,,L (-11),joel embiid
1105,-2.0,1.0,0.2,5.0,3.0,1.0,6.0,1/15/18,11.0,0.524,21.0,11.0,0.7859999999999999,14.0,31.0,1,22.0,34:28:00,5.0,TOR,4.0,34.0,40,0.0,7.0,11.0,,W (+6),joel embiid
1106,10.0,0.0,0.0,1.0,6.0,2.0,13.0,1/18/18,10.0,0.526,19.0,6.0,0.857,7.0,32.0,1,23.3,34:55:00,3.0,BOS,4.0,26.0,41,1.0,4.0,16.0,@,W (+9),joel embiid
1107,16.0,2.0,0.4,5.0,1.0,2.0,9.0,1/20/18,11.0,0.579,19.0,5.0,0.833,6.0,33.0,1,19.7,32:26:00,0.0,MIL,2.0,29.0,42,1.0,5.0,9.0,,W (+22),joel embiid
1108,-5.0,0.0,0.0,2.0,1.0,0.0,9.0,1/22/18,5.0,0.385,13.0,5.0,0.556,9.0,34.0,1,7.6,31:49:00,5.0,MEM,4.0,15.0,43,0.0,4.0,14.0,@,L (-4),joel embiid
1109,9.0,1.0,0.5,2.0,3.0,2.0,5.0,1/24/18,10.0,0.588,17.0,1.0,1.0,1.0,35.0,1,14.9,31:38:00,0.0,CHI,3.0,22.0,44,0.0,3.0,5.0,,W (+14),joel embiid
1110,21.0,1.0,0.5,2.0,3.0,0.0,10.0,1/26/18,6.0,0.4,15.0,5.0,0.625,8.0,36.0,1,15.7,29:20:00,3.0,SAS,3.0,18.0,45,1.0,0.0,13.0,@,W (+19),joel embiid
1111,10.0,3.0,0.75,4.0,2.0,2.0,7.0,1/28/18,10.0,0.625,16.0,4.0,0.8,5.0,37.0,1,19.8,35:32:00,3.0,OKC,4.0,27.0,46,0.0,5.0,10.0,@,L (-10),joel embiid
1112,,,,,,,,1/29/18,,,,,,,,Inactive,,,,MIL,,,47,,,,@,L (-12),joel embiid
1113,9.0,1.0,0.2,5.0,2.0,1.0,13.0,1/31/18,8.0,0.42100000000000004,19.0,12.0,0.857,14.0,38.0,1,20.2,35:45:00,1.0,BRK,4.0,29.0,48,0.0,3.0,14.0,@,L (-8),joel embiid
1114,11.0,0.0,0.0,4.0,4.0,3.0,9.0,2/2/18,7.0,0.41200000000000003,17.0,3.0,0.75,4.0,39.0,1,8.5,31:08:00,2.0,MIA,5.0,17.0,49,0.0,6.0,11.0,,W (+6),joel embiid
1115,-20.0,0.0,0.0,4.0,3.0,1.0,6.0,2/3/18,9.0,0.474,19.0,6.0,0.667,9.0,40.0,1,15.1,33:37:00,4.0,IND,1.0,24.0,50,2.0,7.0,10.0,@,L (-8),joel embiid
1116,16.0,3.0,0.429,7.0,3.0,3.0,12.0,2/6/18,10.0,0.47600000000000003,21.0,4.0,0.8,5.0,41.0,1,22.6,32:12:00,1.0,WAS,2.0,27.0,51,0.0,1.0,13.0,,W (+13),joel embiid
1117,33.0,2.0,0.5,4.0,0.0,1.0,13.0,2/9/18,11.0,0.611,18.0,0.0,,0.0,42.0,1,21.1,23:53,3.0,NOP,1.0,24.0,52,2.0,3.0,16.0,,W (+18),joel embiid
1118,0.0,1.0,0.16699999999999998,6.0,2.0,3.0,12.0,2/10/18,9.0,0.391,23.0,10.0,0.769,13.0,43.0,1,23.0,34:08:00,4.0,LAC,3.0,29.0,53,1.0,2.0,16.0,,W (+14),joel embiid
1119,13.0,1.0,0.5,2.0,2.0,0.0,5.0,2/12/18,6.0,0.462,13.0,4.0,0.667,6.0,44.0,1,9.9,23:30,1.0,NYK,3.0,17.0,54,1.0,3.0,6.0,,W (+16),joel embiid
1120,,,,,,,,2/14/18,,,,,,,,Did Not Play,,,,MIA,,,55,,,,,W (+2),joel embiid
1121,6.0,3.0,1.0,3.0,5.0,4.0,11.0,2/22/18,11.0,0.647,17.0,5.0,0.625,8.0,45.0,1,33.5,34:32:00,2.0,CHI,2.0,30.0,56,3.0,1.0,13.0,@,W (+1),joel embiid
1122,9.0,1.0,0.25,4.0,1.0,1.0,11.0,2/24/18,10.0,0.588,17.0,7.0,0.7,10.0,46.0,1,24.9,26:57:00,3.0,ORL,2.0,28.0,57,0.0,0.0,14.0,,W (+11),joel embiid
1123,-9.0,2.0,0.33299999999999996,6.0,4.0,1.0,8.0,2/25/18,9.0,0.45,20.0,5.0,0.833,6.0,47.0,1,16.5,31:45:00,2.0,WAS,5.0,25.0,58,2.0,5.0,10.0,@,L (-15),joel embiid
1124,12.0,3.0,0.5,6.0,4.0,0.0,6.0,2/27/18,9.0,0.563,16.0,2.0,0.667,3.0,48.0,1,15.0,30:02:00,2.0,MIA,5.0,23.0,59,1.0,5.0,8.0,@,L (-1),joel embiid
1125,16.0,0.0,0.0,1.0,6.0,1.0,8.0,3/1/18,7.0,0.389,18.0,3.0,0.375,8.0,49.0,1,14.3,34:03:00,6.0,CLE,1.0,17.0,60,0.0,2.0,14.0,@,W (+11),joel embiid
1126,19.0,1.0,0.25,4.0,4.0,3.0,14.0,3/2/18,8.0,0.42100000000000004,19.0,6.0,0.545,11.0,50.0,1,15.1,31:38:00,1.0,CHO,4.0,23.0,61,0.0,4.0,15.0,,W (+11),joel embiid
1127,-10.0,0.0,0.0,3.0,2.0,2.0,8.0,3/4/18,6.0,0.5,12.0,7.0,0.7,10.0,51.0,1,9.0,31:13:00,0.0,MIL,5.0,19.0,62,1.0,7.0,8.0,@,L (-8),joel embiid
1128,-5.0,0.0,0.0,3.0,4.0,1.0,3.0,3/6/18,8.0,0.5,16.0,2.0,1.0,2.0,52.0,1,11.2,28:47:00,2.0,CHO,4.0,18.0,63,0.0,3.0,5.0,@,W (+14),joel embiid
1129,-1.0,3.0,0.5,6.0,3.0,0.0,6.0,3/8/18,5.0,0.278,18.0,4.0,0.5710000000000001,7.0,53.0,1,6.8,28:20:00,1.0,MIA,5.0,17.0,64,0.0,1.0,7.0,@,L (-9),joel embiid
1130,19.0,1.0,0.5,2.0,3.0,1.0,5.0,3/11/18,9.0,0.529,17.0,2.0,0.5,4.0,54.0,1,16.9,26:28:00,3.0,BRK,1.0,21.0,65,1.0,2.0,8.0,@,W (+23),joel embiid
1131,1.0,0.0,0.0,5.0,4.0,3.0,10.0,3/13/18,11.0,0.5,22.0,7.0,0.875,8.0,55.0,1,17.3,32:44:00,2.0,IND,4.0,29.0,66,0.0,8.0,12.0,,L (-3),joel embiid
1132,10.0,2.0,0.4,5.0,4.0,2.0,6.0,3/15/18,11.0,0.524,21.0,5.0,0.7140000000000001,7.0,56.0,1,22.5,31:53:00,4.0,NYK,3.0,29.0,67,0.0,3.0,10.0,@,W (+8),joel embiid
1133,20.0,1.0,0.25,4.0,4.0,2.0,12.0,3/16/18,6.0,0.261,23.0,11.0,1.0,11.0,57.0,1,21.4,32:38:00,7.0,BRK,4.0,24.0,68,1.0,1.0,19.0,,W (+4),joel embiid
1134,-9.0,4.0,0.667,6.0,2.0,3.0,16.0,3/19/18,10.0,0.588,17.0,1.0,0.5,2.0,58.0,1,17.2,31:06:00,4.0,CHO,4.0,25.0,69,0.0,9.0,20.0,,W (+14),joel embiid
1135,19.0,0.0,0.0,2.0,4.0,1.0,6.0,3/21/18,4.0,0.4,10.0,6.0,1.0,6.0,59.0,1,13.8,19:33,1.0,MEM,2.0,14.0,70,1.0,1.0,7.0,,W (+14),joel embiid
1136,24.0,1.0,0.25,4.0,3.0,1.0,7.0,3/22/18,6.0,0.545,11.0,4.0,1.0,4.0,60.0,1,17.2,20:10,2.0,ORL,2.0,17.0,71,1.0,1.0,9.0,@,W (+20),joel embiid
